original title,body_title,body_stem_title,body_lem_title,body_desc,body_stem_desc,body_lem_desc,classification,País,Idioma,Origem,original description,Data de publicação
,,,,,,,,Brasil,Português,"Redes Sociais, WhatsApp",O vídeo que circula nas publicações de mídia social foi gravado em janeiro de 2019 em Tarauacá (estado do Acre) e mostra o resgate de um homem que invadiu o túmulo de seu pai e acabou ficando preso.,26/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Segundo o secretário de Segurança Pública de São Paulo, o ato foi uma homenagem da polícia prestada ao mesmo tempo em que um policial morto em serviço foi enterrado no mausoléu da corporação, no Centro da capital. O mesmo gesto ocorreu em outros locais onde os agentes não estavam nos serviços de emergência.",24/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"A discrepância não resulta de uma revisão realizada a pedido da Polícia Federal, mas da Secretaria Municipal de Saúde que decidiu divulgar a contagem do número de enterros em que o atestado de óbito traz a doença como causa da morte. Antes, a agência considerava as ocorrências confirmadas por testes de laboratório, assim como o governo do Estado.",28/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,O escritório de comunicações disse que a mensagem foi inventada e que a mulher negou o pensamento citado.,19/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,O medicamento tem sido usado como ferramenta política para dividir o governador e o governo federal. O governo do Estado de São Paulo disse que eles recebem o remédio e entregam aos hospitais. O governo do Estado de São Paulo não tem controle sobre as farmácias.,19/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"A empresa não declarou falência durante a pandemia, embora esteja em processo de recuperação judicial desde 2016.",28/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Embora o número de mortes tenha diminuído 60% entre 25 e 27 de maio, esse tipo de oscilação é bastante comum na análise do dia a dia e não reflete, necessariamente, uma tendência de queda. Além disso, a operação da polícia federal tratou do manuseio incorreto de fundos relacionados ao COVID-19 pela administração municipal de Fortaleza e não teve nada a ver com registros de óbito, mantidos pelo Governo do Ceará.",28/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Embora o vídeo seja real, foi filmado na Costa Rica, não no Brasil.",28/05/2020
,,,,,,,,Brasil,Português,Meio de comunicação,O médico não disse exatamente isso. A frase foi tirada de contexto. Ele estava sugerindo que as autoridades não deveriam deixar a COVID-19 fazê-los esquecer outras doenças.,18/05/2020
,,,,,,,,Brasil,Português,"Meio de comunicação, YouTube","A causa da morte é informada somente após o resultado do teste. Dessa forma, nenhuma pessoa que morreu de pneumonia foi registrada como vítima de COVID-19.",01/06/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Os dados oficiais mostram uma queda menor do que a relatada no post - varia de 29% a 60%. No entanto, não há ligação entre uma investigação federal lançada para combater a corrupção e o número de casos.",03/06/2020
,,,,,,,,Brasil,Português,Meio de comunicação,"As mortes por COVID-19 não são registradas imediatamente. Em 1º de junho, houve 20 mortes confirmadas de COVID-19 em Fortaleza a partir de 29 de maio.",01/06/2020
,,,,,,,,Brasil,Português,Redes Sociais,"As fotos são de um protesto na Flórida, EUA, não de um funeral.",02/06/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Segundo os serviços de saúde locais, 11 pessoas morreram de COVID-19 nesses dois dias. Os números não são finais.",03/06/2020
,,,,,,,,Brasil,Português,Redes Sociais,Rajoelina não acusou a OMS de oferecer propinas.,03/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"Segundo uma nota divulgada pelo Ministério da Cidadania do Brasil em 5 de maio, foram registrados 97,7 milhões de brasileiros, dos quais 50,5 milhões foram considerados elegíveis para receber o benefício.",28/05/2020
,,,,,,,,Brasil,Português,Redes sociais,Os profissionais de saúde afirmaram que esse distúrbio é causado por doenças como anemia ou pneumonia e não pelo uso da peça que agora é obrigatória em várias cidades para conter a transmissão da Covid-19.,28/05/2020
,,,,,,,,Portugal,Português,Redes sociais,"Além de não ter nenhum apoio em fatos concretos ou com validade científica, a suposta correlação entre as referidas pandemias e a instalação de antenas de telefonia móvel sequer coincide em termos temporais com o surgimento dos casos das doenças. ",01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,Tais afirmações são falsas e não encontram respaldo científico. ,01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,"Não há confirmação de que o novo coronavírus tenha sido criado de modo artificial em laboratório. Em 17 de março de 2020, foi publicado um estudo científico que demonstra a origem natural do SARS-CoV-2, o novo coronavírus responsável pela pandemia de Covid-19.",01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,"Não existe nenhum registro público de que Tasaku Honjo tenha feito tais declarações. O próprio Honjo já desmentiu a informação em uma nota publicada no portal da Universidade de Kioto, em 27 de abril. ",01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,"Até o momento, foram contabilizados cerca de  81.000 infectados pela Covid-19 na China, entre os quais há 3.245 mortos. A China tem cerca de 1,4 bilhão de habitantes. O número de mortes causadas pelo surto corresponde a 0,000232% da população. ",01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,"Não há registro de que o govenro dos Estados Unidos tenha alertado o Brasil para tal situação ou que tenha sido comprovado em laboratório"" que o material estivesse contaminado. """,01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,Esse tipo de receita não tem valor científico ou pelo menos não está comprovado que tenham efeito de prevenção ou cura da Covid-19.,01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,A nicotina só tem uso medicinal em tratamentos para reduzir a dependência da referida substância e não é prescrita como fármaco para nenhuma doença. ,01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,A evidência científica não respalda esta afirmação,01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,"Segundo as recomendações oficiais, recomenda-se o uso de máscaras por qualquer pessoas em espaços fechados com várias pessoas"". """,01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,"As acusações são equivocadas. Não há evidência de que a pandemia de Covid-19 tenha sido combinada em uma reunião patrocinada pela Fundação Bill y Melinda Gates, em 2019.",01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,A afirmação não está certa. Atualmente existe um consenso na comunidade científica sobre a mortalidade causada pela Covid-19.,01/06/2020
,,,,,,,,Portugal,Português,Redes sociais,"Não há registro público de que a ministra Marta Temido tenha feito tais afirmações, tampouco que exista a mencionada universidade. ",01/06/2020
,,,,,,,,Portugal,Português,Redes Sociais,Não há evidências científicas de que a atividade física cause hipercapnia.,21/05/2020
,,,,,,,,Portugal,Português,Redes Sociais,Não há evidências científicas de que tratamentos térmicos com água curem pessoas infectadas com Covid-19.,25/05/2020
,,,,,,,,Portugal,Português,Redes Sociais,"As alegações são falsas. Bill Gates não esterilizou milhões de mulheres na África e causou"" uma epidemia de poliomielite que paralisou 500.000 crianças na Índia.""",27/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,O post não possui links para nenhuma pesquisa ou artigo publicado. A OMS diz que ainda não há cura para a COVID-19.,07/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,Os hospitais negaram o fechamento e dizem que continuam recebendo pacientes infectados com COVID-19.,05/06/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Ambos os medicamentos são eficazes in vitro, mas até agora não conseguiram curar a COVID-19 em pessoas.",05/06/2020
,,,,,,,,Portugal,Português,Redes Sociais,Os números mencionados no texto estão errados.,01/06/2020
,,,,,,,,Portugal,Português,Redes Sociais,Não é verdade que a companhia de petróleo esteja oferecendo combustível gratuito para ajudar as pessoas pobres.,29/05/2020
,,,,,,,,Portugal,Português,Redes Sociais,"Não há evidências científicas de que pessoas infectadas assintomáticas não infectem"" outras pessoas.""",28/05/2020
,,,,,,,,Portugal,Português,Redes Sociais,"A lista, que contém recomendações sem evidências científicas para apoiá-las, não foi criada pelo virologista americano Robert Ray Redfield; é de autoria de Faheem Younus, médico, e foi manipulado. Isso porque na versão original pretendia expor mitos sobre o coronavírus.",05/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"Ela não contraiu COVID-19. Embora não tenha apresentado o Jornal Nacional na segunda e terça-feira (1 e 2 de junho), voltou à bancada do telejornal no dia 3 de junho. Ficou ausente por apenas cinco dias, enquanto a quarentena obrigatória é de 14 dias. Tanto ela quanto a Globo negaram.",04/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"This alledged protocol is not applied by the CIAS Hospital, where she was treated for COVID-19 and released after four days. This information was confirmed by Unimed Vitória, who manages the hospital.O protocolo declarado não é aplicado pelo Hospital CIAS, onde ela foi tratada para COVID-19 e liberada após quatro dias. Esta informação foi confirmada pela Unimed Vitória, que administra o hospital.",04/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo é uma edição de 3 minutos de uma versão mais longa, na qual as instalações foram mostradas. No vídeo original, afirma-se claramente que a asa está sendo mantida apenas como backup, caso o número de casos aumente. Esta parte foi cortada. Atualmente, o hospital possui mais de 400 pacientes.",05/06/2020
,,,,,,,,Brasil,Português,Redes sociais,O próprio Honjo negou publicamente ter dito isso. Ele nunca trabalhou em Wuhan.,05/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"O ministério recomenda oficialmente o uso dessa expressão sempre que houver suspeita, mas não prova, de que a COVID-19 foi a causa da morte.",08/06/2020
,,,,,,,,Brasil,Português,Redes sociais,Fernando Haddad nasceu em janeiro. A foto é de 2019.,08/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo não foi filmado em Pernambuco, mas no Rio Grande do Norte. Os desinfetantes para as mãos foram enviados pelo governo federal, não pela administração estadual. O material enviado junto com as garrafas não era areia, mas vermiculita. As caixas foram enviadas desta maneira devido ao risco de incêndio.",09/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"A entrevista é de abril e a porta-voz não afirma que a OMS não recomendou o isolamento social. Em vez disso, ela disse que o bloqueio não funciona como uma medida independente. Ela também elogiou a Austrália e a Nova Zelândia, dois países que usaram o bloqueio como parte de suas estratégias anti-COVID-19.",09/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo foi publicado originalmente em 11 de março, alguns dias antes de qualquer medida de isolamento social começar.",09/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"O projeto de lei aprovado pelo Congresso exige que as pessoas usem máscaras apenas em espaços públicos ou áreas públicas de propriedade privada (como lojas, restaurantes ou cinemas). Não inclui casas particulares.",10/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"A foto é verdadeira e atual, mas foi tirada no México.",12/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"Oficialmente, 18 mil mortes foram confirmadas durante a pandemia do H1N1. Atualmente, mais de 400 mil mortes foram confirmadas pela COVID-19.",12/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"Ministério da Saúde nega que o ministro tenha dito isso. Também afirma que os casos em que a COVID-19 ainda não foi confirmada são classificados como 'casos sob investigação'. Nesse sentido, eles não são rebatidos pelo número de mortos.",15/06/2020
,,,,,,,,Brasil,Português,Redes sociais,Esse boato foi inventado - o governador nunca disse isso.,11/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"Uma decisão nesse sentido foi tomada por um tribunal federal, não o supremo tribunal. Além disso, determinou que a abertura de hospitais militares para a população em geral é uma decisão que deve vir de governadores e prefeitos, não do judiciário.",15/06/2020
,,,,,,,,Brasil,Português,Redes sociais,"A entrevista com Maria Van Kerkhove, diretora técnica da OMS, foi mal compreendida. Ela disse que ainda não sabem como a COVID-19 é transmitida de pessoas sem sintomas. Ela disse que estudos sobre o assunto são raros, mas foi entendido que a transmissão de pessoas sem sintomas é rara. Um dia depois, a OMS veio declarar claramente que pessoas sem sintomas certos podem transmitir a doença.",11/06/2020
